sent_id	sent_correct	sent_wrong	swap_head	feature_vals
w01067059	Er regierte nur 15 Jahre, dies ist duch die unvollständige Bauweise vieler seiner Bauwerke belegt.	Er regierten nur 15 Jahre, dies ist duch die unvollständige Bauweise vieler seiner Bauwerke belegt.	regierten	SG -> PL
n01035004	Trotz der Veröffentlichung eines Fotos heute Morgen sagt die Polizei in British Columbia, dass sie mehr Fragen als Antworten hat, was einen anscheinend obdachlosen Mann betrifft, der angeklagt ist, weil er eine Jugendliche an ihrer High School in Abbotsford erstochen haben soll.	Trotz der Veröffentlichung eines Fotos heute Morgen sagt die Polizei in British Columbia, dass sie mehr Fragen als Antworten hat, was einen anscheinend obdachlosen Mann betriffst, der angeklagt ist, weil er eine Jugendliche an ihrer High School in Abbotsford erstochen haben soll.	betriffst	3 -> 2
n01110006	Ein Investor mit einem durchschnittlichen Maß an Glück, der 10.000 GBP in Anleihen angelegt hat, kann mit einem Ertrag von 125 GBP pro Jahr rechnen.	Ein Investor mit einem durchschnittlichen Maß an Glück, der 10.000 GBP in Anleihen angelegt hast, kann mit einem Ertrag von 125 GBP pro Jahr rechnen.	hast	3 -> 2
w01007070	Seine Polizei umfasst eine Sondereinheit, die Streifen- und Überwachungsboote betreibt.	Seine Polizei umfasst eine Sondereinheit, die Streifen- und Überwachungsboote betreibst.	betreibst	3 -> 2
n01022002	Eine Überprüfung der nationalen Pläne zu der Kohlenstoffsenkung durch die UN ergab eine deutliche Überschreitung der Level, die dafür nötig sind, den globalen Temperaturanstieg unter 2°C zu halten.	Eine Überprüfung der nationalen Pläne zu der Kohlenstoffsenkung durch die UN ergaben eine deutliche Überschreitung der Level, die dafür nötig sind, den globalen Temperaturanstieg unter 2°C zu halten.	ergaben	SG -> PL
w05005083	Die Situation veränderte sich ab dem Oktober 1777, als britische Streitkräfte unter dem Kommando von General John Burgoyne in Saratoga in dem Norden des Staates New York kapitulierten.	Die Situation veränderte sich ab dem Oktober 1777, als britische Streitkräfte unter dem Kommando von General John Burgoyne in Saratoga in dem Norden des Staates New York kapitulierte.	kapitulierte	PL -> SG
n01059019	Republikanische Wirtschaftsexperten warnen davor, diese Daten als Beweis dafür anzusehen, dass ihre Partei keine Ahnung von Wirtschaftspolitik hat.	Republikanische Wirtschaftsexperten warnt davor, diese Daten als Beweis dafür anzusehen, dass ihre Partei keine Ahnung von Wirtschaftspolitik hat.	warnt	PL -> SG
n01043005	Leitende Angestellte erhielten ebenfalls eine sogenannte „Leistungszulage“ für das Erfüllen oder Übertreffen der Erwartungen, die sich insgesamt auf 1,5 Millionen Dollar beläuft bzw. durchschnittlich geschätzte 15.000 Dollar pro Person beträgt.	Leitende Angestellte erhielt ebenfalls eine sogenannte „Leistungszulage“ für das Erfüllen oder Übertreffen der Erwartungen, die sich insgesamt auf 1,5 Millionen Dollar beläuft bzw. durchschnittlich geschätzte 15.000 Dollar pro Person beträgt.	erhielt	PL -> SG
n05007006	Er glaubt, dass niemand der auf uns Wartenden auf uns wartet.	Er glaubt, dass niemand der auf uns Wartenden auf uns warte.	warte	3 -> 1
n01112012	Der Kunde kann die Forderung nach Veränderung verstärken.	Der Kunde kannst die Forderung nach Veränderung verstärken.	kannst	3 -> 2
n02011003	Mithilfe von EC-Kartendaten ermittelt die Essener Polizei gegen vier Personen, die tatenlos dabei zugeschaut haben sollen, wie ein Rentner in einer Bankfiliale verstarb.	Mithilfe von EC-Kartendaten ermittelt die Essener Polizei gegen vier Personen, die tatenlos dabei zugeschaut haben sollen, wie ein Rentner in einer Bankfiliale verstarbst.	verstarbst	3 -> 2
n01133014	Die niederländischen Studierenden müssen sich noch entscheiden, ob sie ihr elektrisches Motorrad kaufmännisch verwerten möchten.	Die niederländischen Studierenden muss sich noch entscheiden, ob sie ihr elektrisches Motorrad kaufmännisch verwerten möchten.	muss	PL -> SG
n01016014	Die südkoreanische Firma ging zunächst von einem Akkufehler aus und tauschte ihre eigene Komponente gegen eine Batterie von einem anderen Hersteller aus.	Die südkoreanische Firma gingen zunächst von einem Akkufehler aus und tauschte ihre eigene Komponente gegen eine Batterie von einem anderen Hersteller aus.	gingen	SG -> PL
n05003010	Die zu der Rate gezogenen Quellen besagen, dass sie zu 100 % Cospedal ist.	Die zu der Rate gezogenen Quellen besagt, dass sie zu 100 % Cospedal ist.	besagt	PL -> SG
n01002058	Was sie sagt und was sie tut - eigentlich ist es unglaublich.	Was sie sagt und was sie tue - eigentlich ist es unglaublich.	tue	3 -> 1
n01120010	Die Geschichte von Doss hat auch etwas Unglaubhaftes an sich, das sie nur umso attraktiver macht.	Die Geschichte von Doss hat auch etwas Unglaubhaftes an sich, das sie nur umso attraktiver machst.	machst	3 -> 2
w01026024	Die Menge der auf der Donau transportierten Waren stieg in dem Jahr 1987 auf ungefähr 100 Millionen Tonnen an.	Die Menge der auf der Donau transportierten Waren stiegen in dem Jahr 1987 auf ungefähr 100 Millionen Tonnen an.	stiegen	SG -> PL
w04002055	1976 war die Rennbahn nicht mehr in Benutzung, und 1990 wurden die Überreste der hölzernen Haupttribüne durch ein Feuer zerstört und später zusammen mit den Ställen abgerissen.	1976 waren die Rennbahn nicht mehr in Benutzung, und 1990 wurden die Überreste der hölzernen Haupttribüne durch ein Feuer zerstört und später zusammen mit den Ställen abgerissen.	waren	SG -> PL
n01123024	Vielleicht spielt es keine Rolle, da ich das Problem nicht lange haben werde.	Vielleicht spielt es keine Rolle, da ich das Problem nicht lange haben wirst.	wirst	1 -> 2
n01150051	Für die Toten ist Architektur keine Hilfe mehr, doch sie kann bei den Lebenden die Erinnerung an die Verstorbenen aufrecht erhalten, sagt er.	Für die Toten ist Architektur keine Hilfe mehr, doch sie kann bei den Lebenden die Erinnerung an die Verstorbenen aufrecht erhalten, sage er.	sage	3 -> 1
w01026037	Der größere Teil des Donaudeltas liegt in Rumänien (Kreis Tulcea), während sein nördlicher Teil, an dem linken Ufer des Kilijaarm, in der Ukraine ist (Odessaer Gebiet).	Der größere Teil des Donaudeltas liegt in Rumänien (Kreis Tulcea), während sein nördlicher Teil, an dem linken Ufer des Kilijaarm, in der Ukraine sind (Odessaer Gebiet).	sind	SG -> PL
w01035081	Agrarland kann durchaus unter der Zerstörung der umgebenden Landschaft leiden.	Agrarland kannst durchaus unter der Zerstörung der umgebenden Landschaft leiden.	kannst	3 -> 2
w01105057	Es war so erfolgreich, dass das Militär es auch nach dem Krieg weiterhin viele Jahre nutzte, und es wurde auch in den 1980er Jahren noch von einigen Ländern verwendet.	Es war so erfolgreich, dass das Militär es auch nach dem Krieg weiterhin viele Jahre nutzten, und es wurde auch in den 1980er Jahren noch von einigen Ländern verwendet.	nutzten	SG -> PL
w01084102	Dieser Kontakt mit dem Westen während des 16. Jahrhunderts führte zu einer Periode nachhaltigen wirtschaftlichen Wachstums, in der sich lukrative Handesrouten etablierten.	Dieser Kontakt mit dem Westen während des 16. Jahrhunderts führte zu einer Periode nachhaltigen wirtschaftlichen Wachstums, in der sich lukrative Handesrouten etablierte.	etablierte	PL -> SG
w01092032	Die industrielle Revolution sorgte für eine Nachfrage nach Metallteilen, die für Maschinenanlagen verwendet wurden.	Die industrielle Revolution sorgten für eine Nachfrage nach Metallteilen, die für Maschinenanlagen verwendet wurden.	sorgten	SG -> PL
w01010044	Eine Vielzahl an germanischen und hauptsächlich slawischen Stämmen durchquerte Mähren während der Völkerwanderungszeit, bevor die Slawen in dem 6. Jahrhundert n. Chr. dort ansässig wurden.	Eine Vielzahl an germanischen und hauptsächlich slawischen Stämmen durchquerte Mähren während der Völkerwanderungszeit, bevor die Slawen in dem 6. Jahrhundert n. Chr. dort ansässig wurde.	wurde	PL -> SG
n01084008	Theoretisch könnte ein Paar vier Konten bei Tesco eröffnen und 3 % auf 12.000 Pfund verdienen – 360 Pfund.	Theoretisch könnten ein Paar vier Konten bei Tesco eröffnen und 3 % auf 12.000 Pfund verdienen – 360 Pfund.	könnten	SG -> PL
n01105013	Aber in dem Moment ist alles aus dem Gleichgewicht und er scheint die ganze Zeit nach Anworten zu suchen.	Aber in dem Moment ist alles aus dem Gleichgewicht und er scheinst die ganze Zeit nach Anworten zu suchen.	scheinst	3 -> 2
n01051004	Was als Routine-Ultraschall begann, wurde kompliziert, als der werdenden Mutter Margaret Boemer aus Plano, Texas, mitgeteilt wurde, dass ihr ungeborenes Kind eine seltene Krankheit habe und sofort operiert werden müsse, um zu überleben.	Was als Routine-Ultraschall begann, wurde kompliziert, als der werdenden Mutter Margaret Boemer aus Plano, Texas, mitgeteilt wurde, dass ihr ungeborenes Kind eine seltene Krankheit haben und sofort operiert werden müsse, um zu überleben.	haben	SG -> PL
n01080042	Ich wollte es mir mit ihnen anschauen, aber letztendlich entschieden sie sich, es lieber ohne mich anzuschauen.	Ich wollten es mir mit ihnen anschauen, aber letztendlich entschieden sie sich, es lieber ohne mich anzuschauen.	wollten	SG -> PL
n03004003	An dem Donnerstag, den 3. November, entschied der Bürgermeister von Saint-Gaudens (in dem Département Haute-Garonne), das 2014 mit der Regierung geschlossene Abkommen zu der Stadtentwicklung auszusetzen.	An dem Donnerstag, den 3. November, entschiedest der Bürgermeister von Saint-Gaudens (in dem Département Haute-Garonne), das 2014 mit der Regierung geschlossene Abkommen zu der Stadtentwicklung auszusetzen.	entschiedest	3 -> 2
n01082014	„Mehr Menschen nehmen Kredite auf … Während das Leihen gerade leicht zu bewältigen sein mag, könnte eine plötzliche Änderung der Umstände zu Schuldenproblemen führen.“	„Mehr Menschen nehmen Kredite auf … Während das Leihen gerade leicht zu bewältigen sein mag, könnten eine plötzliche Änderung der Umstände zu Schuldenproblemen führen.“	könnten	SG -> PL
n01069006	Die Liberaldemokraten, die den wohlhabenden Vorort bis 2010 vertreten haben, hoffen, ihn mit ihrer Kandidatin Sarah Olney zurückzugewinnen.	Die Liberaldemokraten, die den wohlhabenden Vorort bis 2010 vertreten haben, hofft, ihn mit ihrer Kandidatin Sarah Olney zurückzugewinnen.	hofft	PL -> SG
w01001049	Die Gründungsurkunde ermöglichte die Schaffung einer Händlerinnung, die von den Bürgern der Stadt geführt wurde, um Steuern von durch die Gemeinde reisenden Menschen zu erheben.	Die Gründungsurkunde ermöglichten die Schaffung einer Händlerinnung, die von den Bürgern der Stadt geführt wurde, um Steuern von durch die Gemeinde reisenden Menschen zu erheben.	ermöglichten	SG -> PL
w05006058	Andererseits finden sich in der externen Geschichtsschreibung Verweise auf die Geschichte von Spanischsprechern, ihre historische Unbeständigkeit und die soziale Nutzung der Sprache.	Andererseits findet sich in der externen Geschichtsschreibung Verweise auf die Geschichte von Spanischsprechern, ihre historische Unbeständigkeit und die soziale Nutzung der Sprache.	findet	PL -> SG
w05010026	Aber als der Senat ihm endgültig antwortete, indem er ihm verbot, in dem Konsulat anzutreten und ihm die Optionen eröffnete, entweder seine Truppen zurückzuziehen oder zu dem öffentlichen Feind zu werden, erkannte er: Egal, welche Alternative er wählte, er würde sich seinen Feinden unbewaffnet ergeben müssen.	Aber als der Senat ihm endgültig antwortete, indem er ihm verbot, in dem Konsulat anzutreten und ihm die Optionen eröffnete, entweder seine Truppen zurückzuziehen oder zu dem öffentlichen Feind zu werden, erkannte er: Egal, welche Alternative er wählte, er würden sich seinen Feinden unbewaffnet ergeben müssen.	würden	SG -> PL
w01144063	Die Republikaner eroberten den Senat zu dem ersten Mal seit 1952 wieder und erlangten 34 Sitze in dem Repräsentantenhaus, aber die Demokraten behielten eine Mehrheit.	Die Republikaner eroberten den Senat zu dem ersten Mal seit 1952 wieder und erlangten 34 Sitze in dem Repräsentantenhaus, aber die Demokraten behielt eine Mehrheit.	behielt	PL -> SG
w03010098	In dem Frühjahr 1948 hoffte der belgische Künstler, Tim und Struppi für das Kino zu adaptieren und schrieb einen Brief an Walt Disney, in dem er ihn um Hilfe bat - vergebens.	In dem Frühjahr 1948 hoffte der belgische Künstler, Tim und Struppi für das Kino zu adaptieren und schrieb einen Brief an Walt Disney, in dem er ihn um Hilfe baten - vergebens.	baten	SG -> PL
n01090004	Ich habe mich mit Motocross befasst und das Gesicht dieser einen Frau tauchte immer wieder auf – in Fotografien, die aussahen, als kämen sie aus den 1970ern.	Ich habe mich mit Motocross befasst und das Gesicht dieser einen Frau tauchten immer wieder auf – in Fotografien, die aussahen, als kämen sie aus den 1970ern.	tauchten	SG -> PL
w01045002	Die Bezeichnung „Karibik“ leitet sich von den Kahlina ab, einer der zu der Zeit des europäschen Kontakts während des späten 15. Jahrhunderts vorherrschenden uramerikanischen Gruppen in der Region.	Die Bezeichnung „Karibik“ leitest sich von den Kahlina ab, einer der zu der Zeit des europäschen Kontakts während des späten 15. Jahrhunderts vorherrschenden uramerikanischen Gruppen in der Region.	leitest	3 -> 2
n01022010	„Wir bewegen uns in die richtige Richtung: das Abkommen von Paris wird den Klimawandel verlangsamen, genauso wie das Abkommen von Kigali zu der Reduzierung von FKW“, sagte der Direktor des UN-Umweltprogramms, Erik Solheim.	„Wir bewegen uns in die richtige Richtung: das Abkommen von Paris wird den Klimawandel verlangsamen, genauso wie das Abkommen von Kigali zu der Reduzierung von FKW“, sagten der Direktor des UN-Umweltprogramms, Erik Solheim.	sagten	SG -> PL
w04009042	Der Mann erzählte ihm, dass ein Krieg zwischen den beiden Reichen ausbrechen würde, wie er und Walter es vorhergesagt hatten; aus diesem Grund wurde (unter anderen) Olivia als Kind ausgebildet.	Der Mann erzählte ihm, dass ein Krieg zwischen den beiden Reichen ausbrechen würden, wie er und Walter es vorhergesagt hatten; aus diesem Grund wurde (unter anderen) Olivia als Kind ausgebildet.	würden	SG -> PL
w01132042	Die Strukturen, die sich in den Daten aus der Petén-Region und aus Uaxactun finden, lassen diese Stätten als Teil der kulturellen Entwicklung der Maya-Tiefebene erscheinen.	Die Strukturen, die sich in den Daten aus der Petén-Region und aus Uaxactun finden, lässt diese Stätten als Teil der kulturellen Entwicklung der Maya-Tiefebene erscheinen.	lässt	PL -> SG
n01049022	Diese Sorte hilft bei Rückenschmerzen, diese Sorte hilft bei Übelkeit und dieses Produkt hilft bei Schlafproblemen, sagt Dietrich von der Hauptgeschäftsstelle in Denver, Colorado, wo Marihuana legal verkauft wird.	Diese Sorte hilft bei Rückenschmerzen, diese Sorte hilft bei Übelkeit und dieses Produkt hilfst bei Schlafproblemen, sagt Dietrich von der Hauptgeschäftsstelle in Denver, Colorado, wo Marihuana legal verkauft wird.	hilfst	3 -> 2
n01053041	Ihre Stimme ging in dem wahrsten Sinne des Wortes um die Welt, sagte Leive.	Ihre Stimme gingen in dem wahrsten Sinne des Wortes um die Welt, sagte Leive.	gingen	SG -> PL
n01133022	Eine Sprecherin von Harley-Davidson sagte, dass die in den Medien kursierenden Termine – 2017 bzw. 2020 – nicht richtig wären.	Eine Sprecherin von Harley-Davidson sagten, dass die in den Medien kursierenden Termine – 2017 bzw. 2020 – nicht richtig wären.	sagten	SG -> PL
w02013033	Die Sueskrise 1956 zeigte die Grenzen der alten Kolonialmächte Großbritannien und Frankreich in einer sich wandelnden Welt.	Die Sueskrise 1956 zeigten die Grenzen der alten Kolonialmächte Großbritannien und Frankreich in einer sich wandelnden Welt.	zeigten	SG -> PL
w03005014	Von dem 9. Jahrhundert n. Chr. an erschienen die ersten griechischen Texte.	Von dem 9. Jahrhundert n. Chr. an erschien die ersten griechischen Texte.	erschien	PL -> SG
n01107006	Es hat VW außerdem riesige Schadensersatzforderungen und Klagen eingebracht und zu Rückstellungen von über 16 Milliarden Euro geführt.	Es hast VW außerdem riesige Schadensersatzforderungen und Klagen eingebracht und zu Rückstellungen von über 16 Milliarden Euro geführt.	hast	3 -> 2
w01125034	Wilkes wurde zwei weitere Male wiedergewählt und wieder abgesetzt, bevor das House of Commons entschied, dass seine Kandidatur ungültig sei und den Zweitplatzierten als Sieger erklärte.	Wilkes wurde zwei weitere Male wiedergewählt und wieder abgesetzt, bevor das House of Commons entschiedest, dass seine Kandidatur ungültig sei und den Zweitplatzierten als Sieger erklärte.	entschiedest	3 -> 2
n01085011	So überraschend das auch scheinen mag, selbst saurer Regen hat eine positive Seite.	So überraschend das auch scheinen mag, selbst saurer Regen hast eine positive Seite.	hast	3 -> 2
w01053062	Das letztere Datum kann nur auf einen Freitag gefallen sein, wenn in jenem Jahr ein Ausnahme-Schaltmonat eingeführt worden war, doch Newton bevorzugte dies.	Das letztere Datum kannst nur auf einen Freitag gefallen sein, wenn in jenem Jahr ein Ausnahme-Schaltmonat eingeführt worden war, doch Newton bevorzugte dies.	kannst	3 -> 2
w01025084	Dieser Rückzug kam für die österreichisch-preußische Armee überraschend und es gelang fast allen in der dänischen Armee, die Evakuierung durchzuführen.	Dieser Rückzug kam für die österreichisch-preußische Armee überraschend und es gelangen fast allen in der dänischen Armee, die Evakuierung durchzuführen.	gelangen	SG -> PL
n02031071	Wenn ein türkischer Mitarbeiter kündigt, kommen die türkischen Betriebsräte.	Wenn ein türkischer Mitarbeiter kündigt, kommt die türkischen Betriebsräte.	kommt	PL -> SG
n01073004	Wer kann diese australische Mannschaft stoppen?	Wer kannst diese australische Mannschaft stoppen?	kannst	3 -> 2
n01006011	Ein Zeuge berichtete der Polizei, dass das Opfer den Verdächtigen in dem April angegriffen hatte.	Ein Zeuge berichtete der Polizei, dass das Opfer den Verdächtigen in dem April angegriffen hattest.	hattest	3 -> 2
n01112014	Einem wichtigen Bericht in dem Januar zufolge enthalten die Weltmeere in dem Jahr 2050 mehr Plastikmüll als Fische, wenn die Menschheit keine drastischen Schritte ergreift, damit kein Müll mehr in den Ozeanen landet.	Einem wichtigen Bericht in dem Januar zufolge enthält die Weltmeere in dem Jahr 2050 mehr Plastikmüll als Fische, wenn die Menschheit keine drastischen Schritte ergreift, damit kein Müll mehr in den Ozeanen landet.	enthält	PL -> SG
n01035013	Die Polizei in British Columbia sagte zuvor, dass Klein keine Vorstrafen zu haben schien, und veröffentlichte vage Details über seine letzten Aufenthaltsorte.	Die Polizei in British Columbia sagten zuvor, dass Klein keine Vorstrafen zu haben schien, und veröffentlichte vage Details über seine letzten Aufenthaltsorte.	sagten	SG -> PL
n01108005	Einzel- und Großhandelsunternehmen florierten in dem Zuge der anhaltend guten Einkaufsstimmung, und Dienstleistungsunternehmen wuchsen ebenfalls.	Einzel- und Großhandelsunternehmen florierten in dem Zuge der anhaltend guten Einkaufsstimmung, und Dienstleistungsunternehmen wuchs ebenfalls.	wuchs	PL -> SG
w01072079	Bis zu dem dritten Jahrhundert vollzog der Kaiser Caracalla eine neue Teilung, die nur von kurzer Dauer war.	Bis zu dem dritten Jahrhundert vollzogst der Kaiser Caracalla eine neue Teilung, die nur von kurzer Dauer war.	vollzogst	3 -> 2
w01007087	Zu aktuellen Landgewinnungsprojekten zählt die Erweiterung des Bezirks Fontvieille.	Zu aktuellen Landgewinnungsprojekten zählen die Erweiterung des Bezirks Fontvieille.	zählen	SG -> PL
n01043014	Das Jahresbudget beträgt über 1,4 Milliarden Dollar und die Zahl der Beschäftigten liegt bei über 6.000.	Das Jahresbudget beträgt über 1,4 Milliarden Dollar und die Zahl der Beschäftigten liege bei über 6.000.	liege	3 -> 1
w01056103	Er legte die Grundlage für die Integration, wobei ökonomische und juristische Mechanismen des Staates in dem gesamten Mittelmeerraum Anwendung fanden, ähnlich wie einst Mechanismen aus Latium auf ganz Italien angewandt wurden.	Er legte die Grundlage für die Integration, wobei ökonomische und juristische Mechanismen des Staates in dem gesamten Mittelmeerraum Anwendung fand, ähnlich wie einst Mechanismen aus Latium auf ganz Italien angewandt wurden.	fand	PL -> SG
n01035025	Wir glauben nicht, dass der Verdächtige eine Verbindung zu dieser Schule hat oder zu den zwei Mädchen oder speziell zu Abbotsford, sagte sie.	Wir glaube nicht, dass der Verdächtige eine Verbindung zu dieser Schule hat oder zu den zwei Mädchen oder speziell zu Abbotsford, sagte sie.	glaube	PL -> SG
w01099012	Erklärungen zu dem Ursprung von Musik hängen davon ab, wie Musik definiert wird.	Erklärungen zu dem Ursprung von Musik hängt davon ab, wie Musik definiert wird.	hängt	PL -> SG
n01074030	Du musst dich dagegen wehren, und mir ist es lieber, jemand rennt auf mich zu, als um mich herum.	Du musst dich dagegen wehren, und mir ist es lieber, jemand renne auf mich zu, als um mich herum.	renne	3 -> 1
n01002017	Entgegen seinen bisherigen Äußerungen zu der Begrenzung der Einwanderung verkündete der Nominierte der Republikanischen Partei, dass er als Präsident „enorm viele“ legale Einwanderer basierend auf einem Punktesystem akzeptieren würde.	Entgegen seinen bisherigen Äußerungen zu der Begrenzung der Einwanderung verkündeten der Nominierte der Republikanischen Partei, dass er als Präsident „enorm viele“ legale Einwanderer basierend auf einem Punktesystem akzeptieren würde.	verkündeten	SG -> PL
w01150044	Die Großmächte erfüllten die Bitten nach der Anerkennung Albaniens nicht.	Die Großmächte erfüllte die Bitten nach der Anerkennung Albaniens nicht.	erfüllte	PL -> SG
n01027041	Ich fragte sie hinterher, ob sie verstand, warum Leute Trump wählen könnten.	Ich fragte sie hinterher, ob sie verstand, warum Leute Trump wählen könnte.	könnte	PL -> SG
n03007003	Diese Klausel bezog sich auf Fahrtzeiten innerhalb der Arbeitszeit zu den Kunden nach Hause.	Diese Klausel bezogst sich auf Fahrtzeiten innerhalb der Arbeitszeit zu den Kunden nach Hause.	bezogst	3 -> 2
n04007015	Wie bekanntgegeben wurde, hat die ECB die Entscheidungshoheit, und es wäre unangemessen, wenn die Bank für sich selbst sprechen würde, indem sie die Berücksichtigung anderer Alternativen ausschlösse.	Wie bekanntgegeben wurde, hat die ECB die Entscheidungshoheit, und es wäre unangemessen, wenn die Bank für sich selbst sprechen würden, indem sie die Berücksichtigung anderer Alternativen ausschlösse.	würden	SG -> PL
n02011018	Der Sprecher wollte nicht ausschließen, dass auch noch gegen weitere Menschen ermittelt wird.	Der Sprecher wolltest nicht ausschließen, dass auch noch gegen weitere Menschen ermittelt wird.	wolltest	3 -> 2
n05002004	Zu dem ersten Mal seit sechs Jahren ist die Arbeitslosigkeit wieder auf unter 20 % gesunken, und es sind jetzt schon 600.000 Menschen mehr in Arbeit als noch vor einem Jahr.	Zu dem ersten Mal seit sechs Jahren sind die Arbeitslosigkeit wieder auf unter 20 % gesunken, und es sind jetzt schon 600.000 Menschen mehr in Arbeit als noch vor einem Jahr.	sind	SG -> PL
w01079049	1538 warnte die Spanische Inquisition ihre Mitglieder davor, alles zu glauben, was der Malleus sagte.	1538 warnte die Spanische Inquisition ihre Mitglieder davor, alles zu glauben, was der Malleus sagten.	sagten	SG -> PL
w01125037	George war von ihren, wie er fand, lockeren Moralvorstellungen entsetzt.	George war von ihren, wie er fanden, lockeren Moralvorstellungen entsetzt.	fanden	SG -> PL
n01061041	Während die Hysterie um die Präsidentschaftswahlen 2016 zunimmt, beschäftigt Karel eine beunruhigendere Gefahr als dummes Gerede.	Während die Hysterie um die Präsidentschaftswahlen 2016 zunimmt, beschäftigst Karel eine beunruhigendere Gefahr als dummes Gerede.	beschäftigst	3 -> 2
n01002032	„Ich möchte euch ungern unter Druck setzen, aber das Schicksal der Republik liegt in euren Händen“, sagte er zu der Menschenmenge, die sich auf einem Sportplatz an der University of North Carolina versammelt hatte.	„Ich möchte euch ungern unter Druck setzen, aber das Schicksal der Republik liegt in euren Händen“, sagten er zu der Menschenmenge, die sich auf einem Sportplatz an der University of North Carolina versammelt hatte.	sagten	SG -> PL
